"","year","month","plant_ID","customer_ID","market_code","material_type_ID","shipped_tons"
"71",2020,10,1,6,1,1,5868.715
"72",2017,6,2,4,3,3,5801.79
"73",2021,2,1,3,2,1,5774.861
"74",2019,6,2,4,3,3,5746.3875
"75",2019,9,1,2,2,2,5738.9305
"76",2019,3,2,4,3,3,5732.4575
"77",2020,1,1,6,1,1,5726.755
"78",2020,1,1,3,2,1,5675.3635
"79",2018,7,2,4,3,3,5659.276
"80",2020,10,1,3,2,1,5580.1565
"81",2017,8,2,4,3,3,5563.9575
"82",2017,10,2,4,3,3,5548.228
"83",2022,1,1,3,2,2,5539.617
"84",2018,2,1,6,1,1,5503.175
"85",2020,2,1,1,1,1,5502.876
"86",2019,10,1,6,1,1,5496.5675
"87",2017,12,1,2,2,2,5456.7545
"88",2018,8,1,3,2,1,5424.269
"89",2018,1,2,4,3,3,5408.9265
"90",2020,11,1,3,2,1,5384.456
"91",2018,5,2,4,3,3,5351.38
"92",2020,1,2,4,3,3,5329.845
"93",2021,4,1,3,2,2,5287.092
"94",2019,10,1,3,2,2,5262.908
"95",2020,4,1,6,1,1,5260.599
"96",2018,3,2,4,3,3,5240.79
"97",2019,8,2,4,3,3,5230.523
"98",2020,9,1,3,2,1,5196.22
"99",2020,1,1,7,1,1,5192.6095
"100",2020,6,1,2,2,2,5179.78
"101",2020,8,1,3,2,1,5178.911
"102",2021,10,1,2,2,2,5175.9745
"103",2019,8,1,3,2,1,5174.878
"104",2019,5,1,3,2,1,5151.5605
"105",2019,10,2,4,3,3,5117.2575
"106",2021,1,1,8,1,1,5091.885
"107",2018,11,2,4,3,3,5081.3525
"108",2018,4,2,4,3,3,5065.4525
"109",2021,2,1,3,2,2,5064.0205
"110",2021,11,1,8,1,1,5056.71
"111",2018,7,1,5,4,1,5052.9725
"112",2019,11,1,2,2,2,5044.132
"113",2018,2,2,4,3,3,5040.8
"114",2018,12,1,2,2,2,5036.2685
"115",2018,6,2,4,3,3,5017.4525
"116",2018,10,1,3,2,1,5001.4955
"117",2018,9,2,4,3,3,4964.1725
"118",2020,3,1,2,2,2,4952.451
"119",2019,3,1,3,2,1,4943.113
"120",2019,6,1,3,2,1,4932.8935
"121",2018,6,1,3,2,1,4925.962
"122",2020,12,1,3,2,1,4894.368
"123",2019,9,1,3,2,1,4893.0525
"124",2020,7,1,2,2,2,4887.502
"125",2018,10,1,3,2,2,4886.508
"126",2020,1,1,3,2,2,4882.6275
"127",2021,4,2,4,3,3,4834.5145
"128",2018,5,1,3,2,1,4829.669
"129",2019,11,1,3,2,1,4815.8015
"130",2018,10,1,6,1,1,4804.406
"131",2021,10,1,3,2,2,4772.964
"132",2022,1,2,4,3,3,4750.2195
"133",2021,11,1,3,2,2,4737.3985
"134",2021,1,1,3,2,2,4734.3435
"135",2021,9,1,3,2,2,4733.17
"136",2021,3,2,4,3,3,4721.845
"137",2021,12,1,2,2,2,4721.4105
"138",2020,2,2,4,3,3,4717.5225
"139",2018,1,1,6,1,1,4702.45
"140",2020,5,1,6,1,1,4688.69
"141",2020,2,1,3,2,1,4687.8105
"142",2018,3,1,3,2,2,4676.0755
"143",2018,8,2,4,3,3,4641.2305
"144",2019,1,1,3,2,1,4613.0225
"145",2019,9,1,3,2,2,4597.9555
"146",2018,5,2,9,5,4,4588.59
"147",2021,2,2,4,3,3,4587.177
"148",2018,11,1,3,2,1,4554.955
"149",2018,3,1,5,4,1,4549.2875
"150",2019,11,2,4,3,3,4548.705
"151",2021,12,1,8,1,1,4540.865
"152",2021,5,2,4,3,3,4536.302
"153",2017,9,2,4,3,3,4527.55
"154",2021,5,1,3,2,2,4503.7505
"155",2020,10,1,10,1,1,4499.44
"156",2018,9,1,3,2,1,4479.0815
"157",2018,4,1,3,2,1,4475.4855
"158",2020,7,1,3,2,1,4462.031
"159",2019,11,1,1,1,1,4458.87
"160",2018,5,1,3,2,2,4445.8025
"161",2018,6,1,11,1,1,4435.4665
"162",2019,4,1,3,2,1,4419.199
"163",2018,1,1,3,2,2,4407.5905
"164",2021,6,1,3,2,2,4401.648
"165",2017,11,2,4,3,3,4394.87
"166",2019,5,1,6,1,1,4386.9335
"167",2021,10,1,8,1,1,4378.445
"168",2017,10,1,3,2,2,4370.06
"169",2019,9,2,4,3,3,4365.1775
"170",2019,7,1,3,2,1,4357.553
"171",2020,6,1,6,1,1,4350.2425
"172",2018,4,1,3,2,2,4348.6635
"173",2020,3,1,6,1,1,4328.356
"174",2020,2,1,12,1,1,4313.93
"175",2019,8,1,3,2,2,4289.0065
"176",2017,7,2,4,3,3,4279.2825
"177",2018,3,1,3,2,1,4266.3995
"178",2021,7,1,3,2,2,4262.034
"179",2020,9,1,10,1,1,4255.3625
"180",2017,11,1,3,2,2,4229.945
"181",2018,8,1,11,1,1,4228.135
"182",2019,2,1,3,2,1,4221.7125
"183",2019,4,1,3,2,2,4220.826
"184",2021,5,1,13,6,4,4214.26
"185",2021,8,1,3,2,2,4214.1975
"186",2018,4,2,9,5,4,4200.51
"187",2018,3,2,9,5,4,4188.975
"188",2018,11,1,6,1,1,4187.5725
"189",2021,6,1,11,1,1,4165.84
"190",2021,9,1,14,7,1,4161.08
"191",2017,6,1,3,2,2,4160.202
"192",2020,11,1,6,1,1,4151.8575
"193",2018,2,2,9,5,4,4145.605
"194",2020,10,2,9,5,4,4134.86
"195",2017,8,1,3,2,2,4130.569
"196",2018,3,1,6,1,1,4124.755
"197",2018,4,1,6,1,1,4120.6175
"198",2018,2,1,3,2,2,4117.778
"199",2018,8,1,3,2,2,4114.976
"200",2019,6,1,3,2,2,4104.2865
"201",2021,1,2,4,3,3,4098.0745
"202",2021,6,1,10,1,1,4096.165
"203",2019,7,1,3,2,2,4093.0985
"204",2021,2,1,8,1,1,4066.55
"205",2021,6,2,4,3,3,4063.94
"206",2021,4,2,9,5,4,4062.27
"207",2021,3,2,9,5,4,4057.2
"208",2021,3,1,14,7,1,4052.455
"209",2020,4,2,15,7,2,4039.325
"210",2020,6,2,4,3,3,4035.2235
"211",2019,12,2,4,3,3,4019.1825
"212",2020,2,1,3,2,2,4007.4245
"213",2021,6,1,14,7,1,3999.73
"214",2017,12,2,4,3,3,3993.805
"215",2021,1,1,10,1,1,3968.3
"216",2022,1,1,14,7,1,3966.2
"217",2017,8,1,5,4,1,3964.3165
"218",2020,9,2,4,3,3,3922.273
"219",2019,11,1,6,1,1,3906.0055
"220",2021,8,1,8,1,1,3898.57
"221",2021,9,1,8,1,1,3897.03
"222",2018,6,1,3,2,2,3895.809
"223",2019,5,1,3,2,2,3888.593
"224",2021,12,1,14,7,1,3875.825
"225",2017,12,1,5,4,1,3875
"226",2021,9,2,4,3,3,3869.5825
"227",2021,11,1,16,1,4,3854.2005
"228",2019,2,1,3,2,2,3846.336
"229",2020,12,1,3,2,2,3826.3875
"230",2019,1,1,6,1,1,3818.456
"231",2021,8,1,16,1,4,3808.3455
"232",2019,12,1,3,2,1,3792.1285
"233",2020,8,2,9,5,4,3779.045
"234",2017,10,1,5,4,1,3775.3
"235",2021,6,2,9,5,4,3772.04
"236",2021,8,1,14,7,1,3767.29
"237",2019,11,1,3,2,2,3762.4075
"238",2020,10,1,8,1,1,3731.89
"239",2018,6,1,5,4,1,3730.59
"240",2021,2,2,9,5,4,3727.47
"241",2020,10,2,4,3,3,3725.4785
"242",2020,7,2,9,5,4,3716.52
"243",2019,3,1,3,2,2,3712.2925
"244",2020,11,1,3,2,2,3699.869
"245",2021,2,1,6,1,1,3696.4655
"246",2021,8,1,11,1,1,3688.5
"247",2020,11,1,10,1,1,3688.389
"248",2018,9,1,3,2,2,3687.481
"249",2020,8,1,6,1,1,3677.4465
"250",2021,6,1,8,1,1,3676.14
"251",2020,7,1,11,1,1,3670.93
"252",2020,7,1,5,4,1,3664.55
"253",2021,9,1,11,1,1,3662.395
"254",2017,9,1,5,4,1,3659.757
"255",2017,11,1,10,1,1,3655.035
"256",2021,2,1,10,1,1,3654.89
"257",2019,3,3,17,2,5,3630.9625
"258",2020,10,1,3,2,2,3630.084
"259",2019,4,3,17,2,5,3625.5975
"260",2017,12,1,16,1,4,3620.7545
"261",2018,10,1,5,4,1,3619.4875
"262",2018,7,1,3,2,2,3617.3355
"263",2020,12,1,10,1,1,3616.0825
"264",2021,1,1,18,1,1,3612.2075
"265",2018,7,1,3,2,1,3609.8105
"266",2020,7,1,13,6,4,3590.15
"267",2018,8,2,9,5,4,3584.01
"268",2021,8,1,10,1,1,3582.8225
"269",2022,1,1,8,1,1,3575.31
"270",2019,2,2,9,5,4,3565.32
"271",2021,7,1,11,1,1,3557.77
"272",2020,3,1,12,1,1,3545.14
"273",2018,11,1,3,2,2,3543.131
"274",2018,2,1,3,2,1,3530.2395
"275",2017,8,1,11,1,1,3510.9825
"276",2020,9,1,3,2,2,3507.051
"277",2021,8,2,9,5,4,3501.73
"278",2018,1,1,3,2,1,3499.9635
"279",2017,11,1,5,4,1,3499.185
"280",2019,1,1,3,2,2,3498.222
"281",2020,7,1,3,2,2,3494.4435
"282",2018,3,1,11,1,1,3489.731
"283",2019,5,2,9,5,4,3487.63
"284",2017,10,1,10,1,1,3484.74
"285",2021,7,1,10,1,1,3478.975
"286",2021,11,4,3,2,1,3469.8685
"287",2021,5,1,10,1,1,3468.8825
"288",2020,8,1,3,2,2,3455.694
"289",2020,6,1,10,1,1,3449.505
"290",2020,7,1,10,1,1,3446.005
"291",2019,4,1,6,1,1,3439.5635
"292",2021,1,1,14,7,1,3437.405
"293",2021,3,1,10,1,1,3434.7875
"294",2021,1,2,9,5,4,3433.61
"295",2020,6,2,9,5,4,3433.28
"296",2021,9,1,16,1,4,3431.5215
"297",2017,10,1,11,1,1,3419.2065
"298",2021,9,4,3,2,1,3407.6315
"299",2018,11,1,5,4,1,3405.6325
"300",2021,1,1,6,1,1,3404.975
"301",2022,1,4,3,2,1,3397.4395
"302",2018,7,1,11,1,1,3390.732
"303",2019,12,1,2,2,2,3390.346
"304",2021,11,2,9,5,4,3386.795
"305",2017,6,1,11,1,1,3384.576
"306",2017,7,1,3,2,2,3357.756
"307",2020,4,2,9,5,4,3354.432
"308",2017,11,1,3,2,1,3354.13
"309",2021,9,1,10,1,1,3338.1125
"310",2021,4,1,10,1,1,3337.3825
"311",2020,8,1,10,1,1,3327.59
"312",2020,1,1,12,1,1,3321.6
"313",2017,11,1,16,1,4,3318.8725
"314",2021,11,1,10,1,1,3313.6275
"315",2017,7,1,5,4,1,3311.9785
"316",2018,12,2,4,3,3,3304.3625
"317",2020,12,2,4,3,3,3300.0015
"318",2021,8,2,4,3,3,3295.8145
"319",2019,2,1,6,1,1,3290.429
"320",2020,6,1,5,4,1,3286.1375
"321",2021,10,2,4,3,3,3282.323
"322",2020,11,2,9,5,4,3277.5925
"323",2017,8,1,10,1,1,3257.3845
"324",2020,3,1,3,2,1,3251.0875
"325",2021,5,1,8,1,1,3250.91
"326",2022,1,1,10,1,1,3238.73
"327",2017,9,1,3,2,2,3236.9345
"328",2017,9,1,10,1,1,3233.432
"329",2018,8,1,19,6,1,3231.4965
"330",2021,11,1,14,7,1,3228.155
"331",2017,10,1,20,1,1,3226.42
"332",2021,8,1,20,1,1,3218.04
"333",2020,9,2,9,5,4,3214.175
"334",2018,5,1,11,1,1,3206.78
"335",2018,4,1,11,1,1,3193.388
"336",2021,10,2,9,5,4,3192.74
"337",2018,5,1,5,4,1,3173.785
"338",2017,6,1,10,1,1,3167.4175
"339",2017,6,2,9,5,4,3158.3
"340",2021,12,1,3,2,2,3157.8195
"341",2019,1,2,9,5,4,3155.1375
"342",2022,1,1,1,1,1,3153.525
"343",2017,8,5,21,3,2,3148.145
"344",2019,6,2,9,5,4,3147.575
"345",2021,8,4,3,2,1,3145.023
"346",2022,1,2,9,5,4,3144.27
"347",2020,10,2,5,4,1,3129.7975
"348",2019,7,2,9,5,4,3120.34
"349",2021,12,2,9,5,4,3119.26
"350",2021,9,2,9,5,4,3119.16
"351",2021,8,1,5,4,1,3108.29
"352",2020,7,1,6,1,1,3094.8675
"353",2021,12,1,10,1,1,3090.1175
"354",2018,7,1,13,6,4,3083.57
"355",2018,11,2,9,5,4,3075.455
"356",2020,1,2,9,5,4,3073.595
"357",2021,10,1,16,1,4,3071.1275
"358",2018,5,1,19,6,1,3066.923
"359",2021,5,2,9,5,4,3063.41
"360",2018,7,2,9,5,4,3060.4925
"361",2018,12,1,6,1,1,3058.713
"362",2019,4,2,9,5,4,3050.585
"363",2017,6,1,5,4,1,3050.1355
"364",2019,11,1,18,1,1,3049.305
"365",2020,4,1,13,6,4,3034.27
"366",2019,3,1,19,6,1,3033.0635
"367",2017,10,1,6,1,1,3022.4625
"368",2020,2,1,6,1,1,3018.8545
"369",2021,10,1,10,1,1,3016.1925
"370",2018,12,2,9,5,4,3001.68
"371",2021,10,1,14,7,1,2998.56
"372",2019,4,1,19,6,1,2993.437
"373",2021,5,1,6,1,1,2985.2845
"374",2021,3,1,22,1,1,2981.985
"375",2017,8,1,3,2,1,2980.04
"376",2020,2,1,5,4,1,2973.8795
"377",2019,3,2,9,5,4,2971.135
"378",2021,6,1,16,1,4,2964.9195
"379",2020,5,2,9,5,4,2960.64
"380",2017,12,1,10,1,1,2958.59
"381",2018,5,1,6,1,1,2954.773
"382",2018,1,1,10,1,1,2953.68
"383",2021,5,4,23,7,2,2950.62
"384",2017,12,1,3,2,2,2944.6225
"385",2018,9,2,9,5,4,2939.225
"386",2017,6,1,3,2,1,2938.04
"387",2021,12,4,3,2,1,2933.1325
"388",2018,4,1,24,2,2,2931.8555
"389",2021,1,1,11,1,1,2926.62
"390",2017,7,1,11,1,1,2925.865
"391",2019,10,1,10,1,1,2922.5375
"392",2020,3,2,4,3,3,2914.125
"393",2018,11,1,10,1,1,2895.14
"394",2020,11,2,4,3,3,2894.5065
"395",2018,4,1,5,4,1,2892.125
"396",2018,10,2,9,5,4,2891.795
"397",2021,9,1,1,1,1,2880.2075
"398",2018,8,1,16,1,4,2878.264
"399",2019,1,1,5,4,1,2877.5925
"400",2018,7,1,6,1,1,2870.49
"401",2018,12,1,3,2,2,2862.64
"402",2020,8,2,4,3,3,2861.2045
"403",2021,2,1,14,7,1,2850.79
"404",2018,5,1,1,1,1,2850.6825
"405",2018,6,2,9,5,4,2848.85
"406",2018,10,6,24,2,6,2845.148
"407",2019,10,1,5,4,1,2844.1875
"408",2019,1,6,24,2,6,2843.1885
"409",2018,1,5,21,3,2,2833.451
"410",2021,3,1,16,1,4,2818.8275
"411",2020,3,1,3,2,2,2817.5775
"412",2021,7,2,9,5,4,2811.83
"413",2019,12,1,3,2,2,2798.4485
"414",2021,4,1,13,6,4,2796.8
"415",2018,10,1,24,2,2,2789.2815
"416",2021,7,4,3,2,1,2783.584
"417",2020,3,1,10,1,1,2773.92
"418",2020,8,1,11,1,1,2771.09
"419",2020,9,2,5,4,1,2768.216
"420",2021,9,1,20,1,1,2766.925
"421",2020,9,1,12,1,1,2766.26
"422",2017,7,1,10,1,1,2762.8445
"423",2021,7,1,16,1,4,2762.1305
"424",2020,6,1,16,1,4,2761.787
"425",2019,10,2,9,5,4,2761.6175
"426",2019,1,1,24,2,2,2760.4225
"427",2017,9,1,22,1,1,2758.1825
"428",2018,6,1,1,1,1,2749.24
"429",2018,2,5,21,3,2,2748.888
"430",2020,5,1,8,1,1,2747.86
"431",2017,9,1,3,2,1,2742.5445
"432",2020,9,1,6,1,1,2742.375
"433",2021,3,2,24,2,2,2736.7875
"434",2020,5,1,10,1,1,2727.025
"435",2021,6,4,3,2,1,2716.822
"436",2019,3,1,6,1,1,2680.367
"437",2021,11,2,4,3,3,2680.196
"438",2021,12,2,4,3,3,2677.503
"439",2020,12,2,9,5,4,2676.89
"440",2018,8,6,24,2,6,2673.9495
"441",2018,10,1,16,1,4,2664.7195
"442",2020,1,2,24,2,2,2661.56
"443",2020,6,1,3,2,1,2659.711
"444",2021,7,1,7,1,1,2659.195
"445",2017,6,1,20,1,1,2651.77
"446",2017,10,1,2,2,1,2639.1915
"447",2018,6,1,16,1,4,2633.2535
"448",2019,8,2,9,5,4,2632.56
"449",2021,5,1,16,1,4,2630.4555
"450",2017,6,5,21,3,2,2628.426
"451",2021,8,1,7,1,1,2626.7
"452",2018,10,1,10,1,1,2621.7025
"453",2018,5,6,24,2,6,2621.1495
"454",2018,9,1,16,1,4,2615.9925
"455",2018,6,6,24,2,6,2613.6735
"456",2021,10,1,6,1,1,2612.158
"457",2018,4,1,19,6,1,2607.997
"458",2020,10,1,16,1,4,2607.277
"459",2017,10,1,3,2,1,2606.4905
"460",2018,9,1,11,1,1,2605.275
"461",2018,1,1,11,1,1,2603.87
"462",2020,9,1,8,1,1,2600.66
"463",2018,3,1,2,2,1,2596.145
"464",2019,7,1,16,1,4,2595.6825
"465",2020,5,1,25,1,1,2595.127
"466",2018,10,1,11,1,1,2593.68
"467",2018,1,2,9,5,4,2593.62
"468",2019,5,1,16,1,4,2592.775
"469",2019,2,6,24,2,6,2586.4695
"470",2020,11,1,16,1,4,2582.092
"471",2019,8,1,10,1,1,2574.215
"472",2020,9,1,18,1,1,2572.535
"473",2018,1,1,24,2,2,2571.8625
"474",2017,10,1,24,2,2,2571.0615
"475",2020,7,2,26,2,2,2569.435
"476",2019,7,1,6,1,1,2566.6105
"477",2018,8,1,6,1,1,2561.52
"478",2019,12,1,11,1,1,2552.21
"479",2017,7,1,25,1,1,2551.845
"480",2021,3,1,6,1,1,2549.041
"481",2021,10,4,27,1,1,2539.44
"482",2019,8,1,11,1,1,2534.66
"483",2019,8,1,16,1,4,2532.707
"484",2020,8,2,5,4,1,2531.33
"485",2018,4,1,20,1,1,2530.3
"486",2021,5,1,5,4,1,2528.441
"487",2021,6,7,2,2,2,2527.915
"488",2017,6,3,24,2,6,2527.0625
"489",2018,1,1,2,2,1,2525.978
"490",2018,2,1,11,1,1,2525.17
"491",2018,12,1,3,2,1,2520.9265
"492",2019,12,1,1,1,1,2518.52
"493",2017,9,1,20,1,1,2515.3
"494",2018,8,2,26,2,2,2507.39
"495",2020,9,1,16,1,4,2506.3505
"496",2020,6,1,3,2,2,2503.0495
"497",2018,4,6,24,2,6,2499.7455
"498",2018,7,1,16,1,4,2490.66
"499",2020,3,1,8,1,1,2488.89
"500",2019,12,1,6,1,1,2485.7385
"501",2019,12,2,9,5,4,2484.095
"502",2021,3,3,28,2,6,2472.5525
"503",2019,10,1,16,1,4,2465.8265
"504",2018,9,1,5,4,1,2465.425
"505",2020,6,1,11,1,1,2464.505
"506",2018,4,1,2,2,1,2462.266
"507",2019,2,2,26,2,2,2461.4965
"508",2021,4,1,5,4,1,2459.664
"509",2021,10,4,3,2,1,2458.9685
"510",2019,4,1,5,4,1,2456.7775
"511",2021,12,1,16,1,4,2455.5925
"512",2020,3,2,9,5,4,2455.44
"513",2018,7,1,19,6,1,2441.3
"514",2017,11,5,21,3,2,2440.897
"515",2018,10,2,26,2,2,2438.3975
"516",2019,11,2,9,5,4,2434.72
"517",2020,7,2,4,3,3,2434.3375
"518",2017,7,5,21,3,2,2431.4925
"519",2017,11,1,11,1,1,2427.5575
"520",2020,5,1,16,1,4,2424.0265
"521",2020,3,2,15,7,2,2422.655
"522",2019,6,1,6,1,1,2422.0275
"523",2019,1,2,26,2,2,2418.0625
"524",2017,8,1,2,2,1,2416.4185
"525",2021,3,7,29,6,7,2413.104
"526",2021,4,1,16,1,4,2410.3665
"527",2018,6,1,19,6,1,2404.807
"528",2017,12,1,3,2,1,2400.5355
"529",2021,4,1,11,1,1,2397.96
"530",2017,10,6,24,2,6,2396.32
"531",2020,12,1,18,1,1,2391.7
"532",2021,8,1,13,6,4,2390.74
"533",2017,8,1,20,1,1,2384.27
"534",2018,5,1,16,1,4,2376.374
"535",2019,9,1,11,1,1,2374.13
"536",2019,6,1,16,1,4,2373.033
"537",2020,1,1,14,7,1,2370.07
"538",2018,3,1,16,1,4,2367.5755
"539",2020,11,1,8,1,1,2366.54
"540",2021,11,1,20,1,1,2362.595
"541",2021,7,1,14,7,1,2362.45
"542",2021,2,1,30,1,1,2357.88
"543",2020,2,1,10,1,1,2357.595
"544",2020,2,2,9,5,4,2355.23
"545",2019,2,1,19,6,1,2353.104
"546",2018,4,1,16,1,4,2352.9375
"547",2018,3,1,24,2,2,2348.9875
"548",2021,10,7,2,2,2,2346.98
"549",2019,11,1,10,1,1,2343.5
"550",2020,3,7,29,6,7,2342.941
"551",2018,6,1,20,1,1,2338.01
"552",2017,8,6,24,2,6,2334.3355
"553",2017,11,1,2,2,1,2334.2965
"554",2017,9,1,16,1,4,2331.452
"555",2018,6,7,29,6,7,2330.578
"556",2018,3,2,31,2,2,2330.55
"557",2019,3,2,26,2,2,2314.9105
"558",2021,5,7,2,2,2,2313.6075
"559",2020,12,2,15,7,2,2313.565
"560",2021,4,1,8,1,1,2313.25
"561",2021,12,1,1,1,1,2311.5825
"562",2017,8,1,32,7,1,2310.31
"563",2018,5,1,2,2,1,2307.396
"564",2021,2,7,29,6,7,2307.2855
"565",2021,2,1,11,1,1,2301.09
"566",2018,5,7,29,6,7,2298.2725
"567",2021,4,1,14,7,1,2293.5995
"568",2019,9,1,10,1,1,2293.2825
"569",2017,9,5,21,3,2,2292.278
"570",2018,3,7,29,6,7,2285.5885
"571",2018,7,5,21,3,2,2282.205
"572",2017,10,5,21,3,2,2281.9315
"573",2021,3,1,11,1,1,2280.23
"574",2020,11,2,24,2,2,2280.1425
"575",2018,9,6,24,2,6,2278.262
"576",2017,7,1,16,1,4,2273.4545
"577",2018,2,1,24,2,2,2271.703
"578",2018,11,1,24,2,2,2270.209
"579",2019,9,1,25,1,1,2266.715
"580",2021,3,7,33,8,2,2265.0675
"581",2020,2,2,24,2,2,2259.2725
"582",2018,3,5,21,3,2,2256.388
"583",2017,10,1,34,4,1,2256.065
"584",2019,9,1,5,4,1,2255.125
"585",2018,3,1,14,7,1,2251.66
"586",2020,6,1,1,1,1,2251.1645
"587",2018,1,6,24,2,6,2246.749
"588",2020,9,7,2,2,2,2243.51
"589",2019,8,2,31,2,2,2243.347
"590",2018,4,5,21,3,2,2238.075
"591",2018,11,1,16,1,4,2237.3215
"592",2018,4,7,29,6,7,2237.2765
"593",2020,4,1,8,1,1,2231.4
"594",2020,1,1,24,2,2,2226.941
"595",2020,6,7,29,6,7,2226.412
"596",2021,4,7,29,6,7,2224.4805
"597",2021,9,2,24,2,2,2220.3175
"598",2021,2,2,24,2,2,2220.075
"599",2018,2,1,2,2,1,2218.3345
"600",2020,4,7,1,1,2,2218.04
"601",2018,5,1,24,2,2,2217.639
"602",2017,9,1,11,1,1,2213.633
"603",2020,12,1,5,4,1,2212.0795
"604",2021,6,1,7,1,1,2209.64
"605",2017,11,1,6,1,1,2209.03
"606",2017,9,2,9,5,4,2204.3
"607",2020,5,1,5,4,1,2201.5375
"608",2020,8,1,12,1,1,2189.27
"609",2017,10,1,22,1,1,2183.5775
"610",2020,7,1,8,1,1,2183.23
"611",2022,1,7,29,6,7,2179.204
"612",2018,1,7,29,6,7,2175.9225
"613",2018,8,1,24,2,2,2170.386
"614",2021,11,1,11,1,1,2169.025
"615",2022,1,1,16,1,4,2167.0805
"616",2019,4,1,16,1,4,2165.9185
"617",2019,5,7,29,6,7,2165.484
"618",2021,4,2,24,2,2,2162.775
"619",2018,6,3,35,2,6,2161.85
"620",2018,5,5,21,3,2,2153.17
"621",2018,2,1,20,1,1,2149.99
"622",2018,3,6,24,2,6,2143.1205
"623",2020,1,7,29,6,7,2140.236
"624",2021,10,1,11,1,1,2139.16
"625",2019,5,6,24,2,6,2134.7685
"626",2019,10,2,24,2,2,2133.7625
"627",2018,8,1,2,2,1,2133.6695
"628",2018,9,1,24,2,2,2132.8475
"629",2018,10,1,2,2,1,2123.835
"630",2020,8,7,2,2,2,2122.8985
"631",2018,8,5,21,3,2,2122.3575
"632",2017,11,1,20,1,1,2121.99
"633",2018,10,3,35,2,6,2108.235
"634",2020,1,1,10,1,1,2104.395
"635",2018,11,7,29,6,7,2103.3245
"636",2021,8,2,24,2,2,2102.51
"637",2021,5,1,14,7,1,2100.56
"638",2021,4,7,2,2,2,2095.2925
"639",2017,11,1,36,1,1,2095.12
"640",2017,9,1,2,2,1,2095.063
"641",2018,2,6,24,2,6,2094.0605
"642",2020,10,7,2,2,2,2091.2425
"643",2019,1,1,10,1,1,2087.1075
"644",2018,7,1,24,2,2,2086.2975
"645",2019,9,1,16,1,4,2081.319
"646",2021,6,7,29,6,7,2081.251
"647",2018,2,7,29,6,7,2073.5265
"648",2020,7,1,14,7,1,2072.345
"649",2018,11,6,24,2,6,2071.6035
"650",2019,1,2,24,2,2,2070.8385
