"","year","month","plant_ID","customer_ID","market_code","material_type_ID","available_tons"
"592",2021,4,7,51,17,12,846.3
"593",2021,3,7,51,17,12,727.5065
"594",2020,9,7,51,6,12,99.83
"595",2021,11,7,51,6,7,98.64264605
"596",2021,2,7,51,6,7,92.1201605
"597",2020,11,7,51,6,1,158.5
"598",2020,12,7,51,6,1,196.66
"599",2021,4,7,51,6,1,437.355
"600",2021,5,1,51,6,1,10.6025
"601",2021,5,1,908,17,12,0.287417
"602",2022,1,1,908,17,12,0.3498176
"603",2021,8,6,159,2,6,53.2945
"604",2021,6,6,159,2,6,72.9
"605",2021,12,6,159,2,6,82.2635
"606",2021,7,6,159,2,6,93.9065
"607",2020,11,3,159,2,6,104.634001
"608",2021,11,3,159,2,6,87.940104
"609",2020,6,3,159,2,6,169.037035
"610",2021,1,6,159,2,6,35.2155
"611",2020,6,3,159,2,5,95.598848
"612",2020,7,6,159,17,12,55.5543566
"613",2021,8,6,159,17,12,163.3298003
"614",2021,8,3,159,17,12,318.709552
"615",2021,9,3,159,17,12,484.0253429
"616",2020,9,6,159,17,12,35.388885
"617",2020,10,4,206,26,12,155.98
"618",2022,1,4,206,26,12,23.28
"619",2021,11,4,206,17,12,130.525
"620",2021,10,4,206,17,12,352.97
"621",2020,3,4,206,17,12,129.593
"622",2021,12,4,206,17,12,41.045
"623",2020,10,4,206,11,12,0
"624",2021,5,4,206,11,1,0
"625",2020,10,1,383,17,12,0.9678483
"626",2021,12,1,383,17,12,1.1954944
"627",2021,4,1,383,17,11,1.1671795
"628",2021,3,6,53,9,6,385.0075
"629",2020,5,6,53,9,6,8.3725
"630",2021,11,6,53,17,12,137.81
"631",2021,3,6,53,17,12,1578.1995
"632",2021,7,6,53,17,12,21.44
"633",2020,5,3,296,2,5,96.17
"634",2021,7,3,296,2,5,19.2675
"635",2021,5,6,296,2,5,0
"636",2021,5,3,296,2,5,6.6775
"637",2021,1,6,296,17,12,62.8536477
"638",2021,11,6,296,17,12,66.5234186
"639",2021,7,3,296,17,12,166.41
"640",2021,4,3,296,17,12,100.06
"641",2021,2,3,296,17,12,95.57
"642",2021,6,3,296,26,12,22.8575
"643",2020,8,3,296,26,12,11.085
"644",2020,5,3,296,26,12,0
"645",2021,10,3,296,26,12,57.395
"646",2020,4,3,296,26,12,0
"647",2020,4,7,16,1,3,119.9327083
"648",2020,8,7,16,1,3,67.70642175
"649",2020,10,7,16,1,3,33.7175
"650",2021,2,7,16,1,3,93.3675
"651",2020,11,1,16,1,3,4.7925
"652",2020,11,1,16,1,4,513.4057421
"653",2020,9,1,16,17,12,2946.062846
"654",2020,6,1,16,17,12,2789.911908
"655",2020,5,7,16,17,12,162.7134069
"656",2021,2,7,16,17,12,73.553
"657",2020,11,1,16,17,12,2536.046071
"658",2021,8,1,16,17,12,3970.509173
"659",2022,1,7,16,17,12,47.899
"660",2020,12,7,16,17,12,94.8072507
"661",2021,8,1,16,1,1,36.4275
"662",2020,11,1,16,1,1,27.92
"663",2021,12,1,16,1,1,168.975
"664",2021,6,6,56,2,6,140.0925
"665",2020,9,8,56,2,6,208.977
"666",2021,6,8,56,2,6,156.9055
"667",2021,9,8,56,2,6,48.9325
"668",2020,12,8,56,13,6,7.998
"669",2021,10,6,56,13,6,3.6
"670",2021,2,8,56,17,12,950.5152838
"671",2020,5,6,56,2,12,38.6042104
"672",2021,7,6,56,2,12,44.7812723
"673",2020,4,6,56,26,12,29.1512851
"674",2021,6,6,56,26,12,8.105522
"675",2020,6,6,56,26,12,24.2323683
"676",2020,11,6,56,26,12,55.5309522
"677",2021,11,6,56,26,12,94.73832405
"678",2021,1,6,56,26,12,40.29507135
"679",2022,1,6,56,17,12,325.9182026
