Plant,Customer ,Primary Market Code,Material Type ,Available Tons
Plant_1,Customer_337,Primary_Market_Code_17,Material_Type_12,0.695552
Plant_1,Customer_333,Primary_Market_Code_17,Material_Type_12,0.347776
Plant_1,Customer_1163,Primary_Market_Code_17,Material_Type_12,0.521664
Plant_1,Customer_305,Primary_Market_Code_17,Material_Type_12,20.765
Plant_1,Customer_413,Primary_Market_Code_17,Material_Type_12,50.485
Plant_1,Customer_163,Primary_Market_Code_17,Material_Type_12,66.1850401
Plant_1,Customer_107,Primary_Market_Code_17,Material_Type_12,608.793
Plant_1,Customer_134,Primary_Market_Code_17,Material_Type_12,160.005
Plant_1,Customer_294,Primary_Market_Code_17,Material_Type_12,182.3515
Plant_1,Customer_77,Primary_Market_Code_17,Material_Type_11,293.299542
Plant_1,Customer_193,Primary_Market_Code_1,Material_Type_1,0
Plant_1,Customer_30,Primary_Market_Code_1,Material_Type_1,0
Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,545.0015363
Plant_1,Customer_163,Primary_Market_Code_1,Material_Type_1,0
Plant_1,Customer_116,Primary_Market_Code_1,Material_Type_1,1556.21
Plant_1,Customer_382,Primary_Market_Code_26,Material_Type_1,0
Plant_1,Customer_602,Primary_Market_Code_8,Material_Type_1,0
Plant_1,Customer_154,Primary_Market_Code_24,Material_Type_1,3.8
Plant_1,Customer_294,Primary_Market_Code_14,Material_Type_1,0
Plant_1,Customer_11,Primary_Market_Code_1,Material_Type_1,404.2249425
Plant_1,Customer_488,Primary_Market_Code_1,Material_Type_1,16.7
Plant_1,Customer_134,Primary_Market_Code_3,Material_Type_2,22.0925
Plant_5,Customer_485,Primary_Market_Code_17,Material_Type_12,0.6834378
Plant_5,Customer_255,Primary_Market_Code_17,Material_Type_12,0.56908305
Plant_5,Customer_688,Primary_Market_Code_17,Material_Type_12,0.4332027
Plant_5,Customer_1179,Primary_Market_Code_12,Material_Type_11,0
Plant_12,Customer_338,Primary_Market_Code_12,Material_Type_12,2.5825
Plant_13,Customer_1045,Primary_Market_Code_17,Material_Type_12,680.8585
Plant_6,Customer_97,Primary_Market_Code_19,Material_Type_6,0
Plant_6,Customer_296,Primary_Market_Code_2,Material_Type_5,15.239
Plant_6,Customer_256,Primary_Market_Code_1,Material_Type_5,0
Plant_6,Customer_113,Primary_Market_Code_7,Material_Type_5,0
Plant_6,Customer_992,Primary_Market_Code_2,Material_Type_5,0
Plant_6,Customer_56,Primary_Market_Code_2,Material_Type_5,5.355
Plant_6,Customer_745,Primary_Market_Code_2,Material_Type_5,0.3475
Plant_6,Customer_159,Primary_Market_Code_2,Material_Type_5,13.364
Plant_6,Customer_26,Primary_Market_Code_2,Material_Type_10,11.374
Plant_6,Customer_3,Primary_Market_Code_2,Material_Type_10,27.092
Plant_6,Customer_370,Primary_Market_Code_17,Material_Type_12,118.9887474
Plant_6,Customer_56,Primary_Market_Code_26,Material_Type_12,121.3433998
Plant_6,Customer_53,Primary_Market_Code_17,Material_Type_12,493.712
Plant_6,Customer_24,Primary_Market_Code_26,Material_Type_12,209.205
Plant_6,Customer_111,Primary_Market_Code_2,Material_Type_12,143.9358188
Plant_6,Customer_331,Primary_Market_Code_17,Material_Type_12,60.316491
Plant_6,Customer_44,Primary_Market_Code_17,Material_Type_12,1824.281209
Plant_6,Customer_74,Primary_Market_Code_17,Material_Type_12,486.2039625
Plant_6,Customer_595,Primary_Market_Code_17,Material_Type_12,0.395968
Plant_6,Customer_523,Primary_Market_Code_17,Material_Type_12,22.86
Plant_6,Customer_126,Primary_Market_Code_17,Material_Type_12,251.6355
Plant_6,Customer_404,Primary_Market_Code_26,Material_Type_12,1.2325
Plant_6,Customer_77,Primary_Market_Code_12,Material_Type_11,17.2367793
Plant_6,Customer_992,Primary_Market_Code_2,Material_Type_2,13.17
Plant_4,Customer_21,Primary_Market_Code_17,Material_Type_12,131.949
Plant_4,Customer_598,Primary_Market_Code_17,Material_Type_12,65.01
Plant_4,Customer_319,Primary_Market_Code_17,Material_Type_12,1.73788695
Plant_4,Customer_89,Primary_Market_Code_26,Material_Type_12,501.355
Plant_4,Customer_37,Primary_Market_Code_6,Material_Type_7,23.355
Plant_4,Customer_470,Primary_Market_Code_12,Material_Type_11,0.779888
Plant_4,Customer_305,Primary_Market_Code_1,Material_Type_1,0
Plant_4,Customer_68,Primary_Market_Code_7,Material_Type_1,0
Plant_4,Customer_663,Primary_Market_Code_2,Material_Type_1,0
Plant_4,Customer_102,Primary_Market_Code_1,Material_Type_1,10.265
Plant_9,Customer_49,Primary_Market_Code_17,Material_Type_12,1680.976101
Plant_8,Customer_768,Primary_Market_Code_2,Material_Type_5,0
Plant_8,Customer_538,Primary_Market_Code_2,Material_Type_9,4.378
Plant_8,Customer_395,Primary_Market_Code_7,Material_Type_9,0
Plant_8,Customer_899,Primary_Market_Code_2,Material_Type_9,0
Plant_8,Customer_362,Primary_Market_Code_2,Material_Type_9,12.125
Plant_8,Customer_854,Primary_Market_Code_7,Material_Type_9,8.516
Plant_8,Customer_1045,Primary_Market_Code_17,Material_Type_12,1907.4185
Plant_8,Customer_97,Primary_Market_Code_17,Material_Type_12,6.346432
Plant_8,Customer_659,Primary_Market_Code_17,Material_Type_12,20.8112666
Plant_8,Customer_577,Primary_Market_Code_17,Material_Type_12,44.7925
Plant_8,Customer_276,Primary_Market_Code_17,Material_Type_12,16.45221575
Plant_8,Customer_1209,Primary_Market_Code_17,Material_Type_12,0.0636029
Plant_8,Customer_1167,Primary_Market_Code_17,Material_Type_12,0.0636029
Plant_8,Customer_449,Primary_Market_Code_17,Material_Type_12,0.1272058
Plant_8,Customer_1154,Primary_Market_Code_17,Material_Type_12,0.0636029
Plant_8,Customer_322,Primary_Market_Code_17,Material_Type_12,0.1908087
Plant_8,Customer_254,Primary_Market_Code_17,Material_Type_12,0.1908087
Plant_8,Customer_333,Primary_Market_Code_17,Material_Type_12,0.0636029
Plant_8,Customer_201,Primary_Market_Code_17,Material_Type_12,0.1272058
Plant_8,Customer_1179,Primary_Market_Code_17,Material_Type_12,0.0636029
Plant_8,Customer_376,Primary_Market_Code_17,Material_Type_12,0.0636029
Plant_8,Customer_1210,Primary_Market_Code_17,Material_Type_12,0.0636029
Plant_8,Customer_1200,Primary_Market_Code_17,Material_Type_12,0.0636029
Plant_8,Customer_992,Primary_Market_Code_20,Material_Type_11,16.1675
Plant_15,Customer_1194,Primary_Market_Code_17,Material_Type_12,0.350196
Plant_15,Customer_1167,Primary_Market_Code_17,Material_Type_12,0.175098
Plant_15,Customer_641,Primary_Market_Code_17,Material_Type_12,0.175098
Plant_15,Customer_551,Primary_Market_Code_17,Material_Type_12,0.350196
Plant_15,Customer_1171,Primary_Market_Code_17,Material_Type_12,0.175098
Plant_15,Customer_309,Primary_Market_Code_17,Material_Type_12,0.350196
Plant_15,Customer_798,Primary_Market_Code_17,Material_Type_12,0.350196
Plant_15,Customer_248,Primary_Market_Code_17,Material_Type_12,0.175098
Plant_15,Customer_1186,Primary_Market_Code_17,Material_Type_12,0.175098
Plant_15,Customer_1190,Primary_Market_Code_17,Material_Type_12,0.175098
Plant_15,Customer_1210,Primary_Market_Code_17,Material_Type_12,0.175098
Plant_15,Customer_255,Primary_Market_Code_17,Material_Type_12,0.350196
Plant_15,Customer_299,Primary_Market_Code_17,Material_Type_12,0.350196
Plant_15,Customer_1200,Primary_Market_Code_17,Material_Type_12,0.175098
Plant_3,Customer_159,Primary_Market_Code_2,Material_Type_6,91.98
Plant_3,Customer_67,Primary_Market_Code_2,Material_Type_6,296.03
Plant_3,Customer_55,Primary_Market_Code_2,Material_Type_6,276.86
Plant_3,Customer_279,Primary_Market_Code_19,Material_Type_6,18.91
Plant_3,Customer_843,Primary_Market_Code_20,Material_Type_6,0
Plant_3,Customer_387,Primary_Market_Code_2,Material_Type_6,1.51
Plant_3,Customer_473,Primary_Market_Code_2,Material_Type_6,12.05
Plant_3,Customer_468,Primary_Market_Code_20,Material_Type_5,5.465
Plant_3,Customer_326,Primary_Market_Code_2,Material_Type_5,30.9825
Plant_3,Customer_345,Primary_Market_Code_2,Material_Type_5,0.995
Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_5,0
Plant_3,Customer_97,Primary_Market_Code_7,Material_Type_5,9.165
Plant_3,Customer_595,Primary_Market_Code_2,Material_Type_5,32.745
Plant_3,Customer_364,Primary_Market_Code_24,Material_Type_5,9.335
Plant_3,Customer_70,Primary_Market_Code_2,Material_Type_5,76.1475
Plant_3,Customer_642,Primary_Market_Code_7,Material_Type_5,17.0225
Plant_3,Customer_15,Primary_Market_Code_7,Material_Type_5,4.995
Plant_3,Customer_168,Primary_Market_Code_17,Material_Type_12,108.7047369
Plant_3,Customer_70,Primary_Market_Code_17,Material_Type_12,126.7765839
Plant_3,Customer_130,Primary_Market_Code_17,Material_Type_12,453.9692081
Plant_3,Customer_296,Primary_Market_Code_26,Material_Type_12,21.785
Plant_3,Customer_386,Primary_Market_Code_17,Material_Type_12,22.27
Plant_3,Customer_55,Primary_Market_Code_17,Material_Type_12,724.2392815
Plant_3,Customer_219,Primary_Market_Code_17,Material_Type_12,388.2047696
Plant_3,Customer_328,Primary_Market_Code_17,Material_Type_12,184.010758
Plant_3,Customer_487,Primary_Market_Code_17,Material_Type_12,22.88938925
Plant_3,Customer_15,Primary_Market_Code_17,Material_Type_12,54.94850925
Plant_3,Customer_371,Primary_Market_Code_17,Material_Type_12,5.58059425
Plant_3,Customer_843,Primary_Market_Code_17,Material_Type_12,9.7525
Plant_3,Customer_896,Primary_Market_Code_17,Material_Type_12,2.7179318
Plant_3,Customer_496,Primary_Market_Code_17,Material_Type_12,15.99
Plant_3,Customer_761,Primary_Market_Code_17,Material_Type_12,22.145
Plant_3,Customer_484,Primary_Market_Code_17,Material_Type_12,192.21
Plant_3,Customer_591,Primary_Market_Code_17,Material_Type_12,23.785
Plant_3,Customer_571,Primary_Market_Code_17,Material_Type_11,1.2072725
Plant_3,Customer_376,Primary_Market_Code_12,Material_Type_11,0
Plant_3,Customer_236,Primary_Market_Code_2,Material_Type_2,4.575
Plant_3,Customer_940,Primary_Market_Code_20,Material_Type_2,4.34
Plant_7,Customer_149,Primary_Market_Code_2,Material_Type_8,32.2365
Plant_7,Customer_373,Primary_Market_Code_2,Material_Type_8,2.8745
Plant_7,Customer_152,Primary_Market_Code_6,Material_Type_10,8.4025
Plant_7,Customer_306,Primary_Market_Code_2,Material_Type_10,3.9425
Plant_7,Customer_130,Primary_Market_Code_10,Material_Type_10,10.125
Plant_7,Customer_826,Primary_Market_Code_17,Material_Type_12,35.67046525
Plant_7,Customer_486,Primary_Market_Code_17,Material_Type_12,53.63558425
Plant_7,Customer_83,Primary_Market_Code_17,Material_Type_12,91.53
Plant_7,Customer_35,Primary_Market_Code_17,Material_Type_12,127.314618
Plant_7,Customer_442,Primary_Market_Code_17,Material_Type_12,87.2777275
Plant_7,Customer_412,Primary_Market_Code_17,Material_Type_12,120.5169418
Plant_7,Customer_793,Primary_Market_Code_17,Material_Type_12,1.8875
Plant_7,Customer_184,Primary_Market_Code_17,Material_Type_12,813.9465
Plant_7,Customer_264,Primary_Market_Code_17,Material_Type_12,67.2215
Plant_7,Customer_322,Primary_Market_Code_17,Material_Type_12,8.0835
Plant_7,Customer_767,Primary_Market_Code_17,Material_Type_12,0.4755
Plant_7,Customer_170,Primary_Market_Code_26,Material_Type_12,262.243
Plant_7,Customer_319,Primary_Market_Code_17,Material_Type_12,43.8725
Plant_7,Customer_514,Primary_Market_Code_17,Material_Type_12,17.505
Plant_7,Customer_315,Primary_Market_Code_17,Material_Type_12,20.7
Plant_7,Customer_184,Primary_Market_Code_6,Material_Type_7,27.1725
Plant_7,Customer_1004,Primary_Market_Code_22,Material_Type_7,24.53523175
Plant_7,Customer_708,Primary_Market_Code_6,Material_Type_7,0
Plant_7,Customer_695,Primary_Market_Code_6,Material_Type_7,0
Plant_7,Customer_269,Primary_Market_Code_22,Material_Type_7,73.5575
Plant_7,Customer_140,Primary_Market_Code_13,Material_Type_7,21.475
Plant_7,Customer_322,Primary_Market_Code_12,Material_Type_11,23.9580291
Plant_7,Customer_190,Primary_Market_Code_17,Material_Type_11,4.1918031
Plant_7,Customer_191,Primary_Market_Code_20,Material_Type_2,17.6325
Plant_7,Customer_275,Primary_Market_Code_6,Material_Type_2,5.695
Plant_7,Customer_33,Primary_Market_Code_8,Material_Type_2,278.9425
Plant_7,Customer_253,Primary_Market_Code_2,Material_Type_2,2.0225
Plant_7,Customer_225,Primary_Market_Code_20,Material_Type_2,7.285
Plant_2,Customer_41,Primary_Market_Code_4,Material_Type_3,3.6325
Plant_2,Customer_226,Primary_Market_Code_2,Material_Type_8,16.999
Plant_2,Customer_196,Primary_Market_Code_3,Material_Type_8,2.315
Plant_2,Customer_26,Primary_Market_Code_2,Material_Type_10,3.8725
Plant_2,Customer_4,Primary_Market_Code_17,Material_Type_12,6591.4765
Plant_2,Customer_175,Primary_Market_Code_17,Material_Type_12,446.736
Plant_2,Customer_212,Primary_Market_Code_17,Material_Type_12,43.324
Plant_2,Customer_224,Primary_Market_Code_17,Material_Type_12,759.3945
Plant_2,Customer_213,Primary_Market_Code_17,Material_Type_12,136.3643547
Plant_2,Customer_472,Primary_Market_Code_17,Material_Type_12,20.214
Plant_2,Customer_468,Primary_Market_Code_17,Material_Type_12,9.115
Plant_2,Customer_265,Primary_Market_Code_17,Material_Type_12,86.84
Plant_2,Customer_497,Primary_Market_Code_17,Material_Type_12,7.905
Plant_2,Customer_267,Primary_Market_Code_6,Material_Type_7,22.14571435
Plant_2,Customer_50,Primary_Market_Code_3,Material_Type_2,0
Plant_2,Customer_24,Primary_Market_Code_20,Material_Type_2,1.5425
Plant_2,Customer_198,Primary_Market_Code_2,Material_Type_2,157.18
Plant_2,Customer_26,Primary_Market_Code_21,Material_Type_2,0
Plant_2,Customer_212,Primary_Market_Code_2,Material_Type_2,9.8775
Plant_2,Customer_82,Primary_Market_Code_1,Material_Type_2,4.12
Plant_2,Customer_4,Primary_Market_Code_3,Material_Type_2,26.7675
Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_8,8.189
Plant_1,Customer_10,Primary_Market_Code_1,Material_Type_12,614.2725
Plant_1,Customer_10,Primary_Market_Code_17,Material_Type_12,3782.817
Plant_1,Customer_349,Primary_Market_Code_17,Material_Type_12,28.561175
Plant_1,Customer_24,Primary_Market_Code_17,Material_Type_12,4496.3635
Plant_1,Customer_22,Primary_Market_Code_17,Material_Type_12,5126.575548
Plant_1,Customer_77,Primary_Market_Code_17,Material_Type_12,268.0208484
Plant_1,Customer_180,Primary_Market_Code_17,Material_Type_12,0.837042
Plant_1,Customer_322,Primary_Market_Code_17,Material_Type_12,54.8372272
Plant_1,Customer_767,Primary_Market_Code_17,Material_Type_12,3.069154
Plant_1,Customer_255,Primary_Market_Code_17,Material_Type_12,7.6579428
Plant_1,Customer_74,Primary_Market_Code_17,Material_Type_12,280.0235
Plant_1,Customer_32,Primary_Market_Code_17,Material_Type_12,208.0185
Plant_1,Customer_41,Primary_Market_Code_8,Material_Type_12,189.09
Plant_1,Customer_282,Primary_Market_Code_17,Material_Type_12,0
Plant_1,Customer_8,Primary_Market_Code_17,Material_Type_12,3795.5395
Plant_1,Customer_105,Primary_Market_Code_17,Material_Type_12,1122.28
Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_12,42.22
Plant_1,Customer_9,Primary_Market_Code_17,Material_Type_12,523.120169
Plant_1,Customer_238,Primary_Market_Code_17,Material_Type_12,185.845
Plant_1,Customer_283,Primary_Market_Code_17,Material_Type_12,103.928
Plant_1,Customer_494,Primary_Market_Code_17,Material_Type_12,2.09209
Plant_1,Customer_1174,Primary_Market_Code_17,Material_Type_12,0.521664
Plant_1,Customer_616,Primary_Market_Code_17,Material_Type_12,0.521664
Plant_1,Customer_1172,Primary_Market_Code_17,Material_Type_12,0.347776
Plant_1,Customer_383,Primary_Market_Code_17,Material_Type_12,0.695552
Plant_1,Customer_30,Primary_Market_Code_17,Material_Type_12,835.909
Plant_1,Customer_948,Primary_Market_Code_17,Material_Type_12,117.85
Plant_1,Customer_180,Primary_Market_Code_12,Material_Type_11,52.49307095
Plant_1,Customer_371,Primary_Market_Code_12,Material_Type_11,5.98441825
Plant_1,Customer_16,Primary_Market_Code_1,Material_Type_1,45.4675
Plant_1,Customer_7,Primary_Market_Code_1,Material_Type_1,571.545
Plant_1,Customer_439,Primary_Market_Code_26,Material_Type_1,39.93
Plant_1,Customer_97,Primary_Market_Code_7,Material_Type_1,312.515
Plant_1,Customer_25,Primary_Market_Code_1,Material_Type_1,63.755
Plant_1,Customer_32,Primary_Market_Code_7,Material_Type_1,291.145
Plant_1,Customer_78,Primary_Market_Code_1,Material_Type_1,0
Plant_1,Customer_342,Primary_Market_Code_6,Material_Type_1,0
Plant_1,Customer_283,Primary_Market_Code_1,Material_Type_1,0
Plant_1,Customer_197,Primary_Market_Code_1,Material_Type_1,123.2
Plant_1,Customer_579,Primary_Market_Code_2,Material_Type_1,11.75
Plant_1,Customer_109,Primary_Market_Code_7,Material_Type_1,11.46
Plant_1,Customer_108,Primary_Market_Code_16,Material_Type_1,128.0075
Plant_1,Customer_141,Primary_Market_Code_1,Material_Type_1,27.39
Plant_1,Customer_9,Primary_Market_Code_5,Material_Type_2,65.16
Plant_5,Customer_336,Primary_Market_Code_1,Material_Type_4,0
Plant_5,Customer_21,Primary_Market_Code_26,Material_Type_12,22.92
Plant_5,Customer_336,Primary_Market_Code_17,Material_Type_12,69.023
Plant_5,Customer_2,Primary_Market_Code_2,Material_Type_1,37.67
Plant_6,Customer_71,Primary_Market_Code_2,Material_Type_6,198.7085
Plant_6,Customer_138,Primary_Market_Code_2,Material_Type_6,58.629
Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_5,68.9155
Plant_6,Customer_837,Primary_Market_Code_7,Material_Type_5,0
Plant_6,Customer_648,Primary_Market_Code_15,Material_Type_5,3.533
Plant_6,Customer_307,Primary_Market_Code_2,Material_Type_12,73.0495
Plant_6,Customer_331,Primary_Market_Code_2,Material_Type_12,20.36
Plant_6,Customer_382,Primary_Market_Code_26,Material_Type_12,0
Plant_6,Customer_143,Primary_Market_Code_17,Material_Type_12,302.1225877
Plant_6,Customer_48,Primary_Market_Code_17,Material_Type_12,1321.691688
Plant_6,Customer_296,Primary_Market_Code_17,Material_Type_12,54.71784525
Plant_6,Customer_88,Primary_Market_Code_17,Material_Type_12,336.3688765
Plant_6,Customer_77,Primary_Market_Code_17,Material_Type_11,189.7098336
Plant_6,Customer_15,Primary_Market_Code_12,Material_Type_11,3.8306169
Plant_6,Customer_26,Primary_Market_Code_2,Material_Type_2,0
Plant_4,Customer_24,Primary_Market_Code_2,Material_Type_3,16.37
Plant_4,Customer_724,Primary_Market_Code_1,Material_Type_3,10.987
Plant_4,Customer_195,Primary_Market_Code_21,Material_Type_8,87.1725
Plant_4,Customer_204,Primary_Market_Code_1,Material_Type_4,0
Plant_4,Customer_195,Primary_Market_Code_21,Material_Type_4,17.6
Plant_4,Customer_3,Primary_Market_Code_2,Material_Type_10,48.6825
Plant_4,Customer_830,Primary_Market_Code_20,Material_Type_10,0
Plant_4,Customer_391,Primary_Market_Code_20,Material_Type_10,7.265
Plant_4,Customer_1045,Primary_Market_Code_17,Material_Type_12,7334.9895
